Tanggal,Komentar
2026-06-18,"Prabowo gak megang hape, mana tau dia polemik di masyarakat. atau memang budeg dia kagak mau denger kritik para ahli, nyenyenye gitu katanya 😂"
2026-06-18,saya cuma kasih waktu sanpai akhir agustus 2026 agar apbn surplus . Jika awal sept 2026 masih defisit ratusan T maka saya katakan eyang wowo itu cuma byk narasi muter2 kemari
2026-06-18,Nasib bangsa dipimpin badut2 koruptor
2026-06-18,Jngn takut sm naga revolusi aja lah tapi pemerintah bnyak bikin program tai 🙏🙏
2026-06-18,Ferry profesor Keparat bikin hoax terus
2026-06-18,Ekonom Tiktok
2026-06-18,Bi naikan suku bunga pak
2026-06-18,Pengamat ekonomi pro asing
2026-06-18,Pemerintah thololl bangett sih!! Bisa nya cuma ngutang!! Anjayy!! Kerja dong!! Makan gaji buta lo
2026-06-18,"Ada apa dgn KPK kabarnya diberitakan kasus korupsi MBG dihentikan takut byk yg kena ya hanya berharap kpd pak Prabowo jadilah pemimpin yg amanah, sgt disayangkan cita2 bapak untuk kebaikan rakyat diselewengkan oleh org2 dekat bapak, contohlah kepemimpinan Nabi kita Muhammad SAW dan sahabatnya. Jadilah pemimpin yg konsisten dgn omongan Meskipun itu menimpa org yg sgt dekat dgn bapak nabi pernah berkata seandainya anak kandungnya sendiri yg mencuri akan dia potong tangannya(tanpa pandang bulu), padahal klu zaman skrg hanya dipenjara dan mungkin dikembalikan uang dicuri hukumlah seberat2nya agar ada efek jeraa smg bapak memimpin dgn bijak sesuai jalurnya Krn nanti diakhirat akan diminta pertanggungjawabannya oleh Allah SWT. Pak Prabowo bapak sdh punya semuanya Apalagi yg bapak cari umur sdh lanjut kekayaan sdh melimpah keluarga dan anak sdh mapan semuanya carilah nama baik yg akan dikenang oleh rakyat sepanjang masa di sisa umurmu Pak Prabowo tolong renungkan demi rakyat yg bapak katakan dan mimpikan , jgn sia-siakan perjuangan para pahlawan kita selama 3,5 abad utk mendapatkan kemerdekaan utk masa depan anak cucu bangsa ini sy sbg rakyat kecil sedih dan ingin menangis melihat msh byk rakyat menderita ditengah negeri kita serba ada, jgn kemerdekaan ini hanya dinikmati oleh segelintir rakyatmu. Sumber daya alam hampir disetiap daerah ada, hanya pengelolaannya yg belum baik kelola dgn baik negara ini dgn mengelola sendiri kekayaan alam kita tanpa memerlukan investor asing, yg ujung2 fee yg dikorup dari para pejabat yg didapat dr para investor jgn lg berhutang(IMF) yg bunganya sj bs utk mensejahterakan rakyat anda🙏."
2026-06-18,"Apa yang terjadi jika rakyat stop bayar pajak? yg kelaparan bukan siswa, tp pemerintah."
2026-06-18,"MBG, KDMP, Danantara mustahil dihentikan, ini proyek &quot;syarat&quot; prabowo buat pihak2 yg memenangkannya dalam pilpres."
2026-06-18,istana tidak ada masalah dollar naikbahkan untung 😂😂
2026-06-18,"Bad news,,, everyday,,, 😢 Hopefully we will stay strong,,,"
2026-06-18,anehnya byk orang bodoh membela pemerintah sdh tau semua mahal susah cari kerja rupiah ambles ekonomi semakin jatuh kok masih dipuja2 😂
2026-06-18,Kasihan rakyat indonesia dpt pemimpin yg keras kepala tidak dengar pendapat rakyat
2026-06-18,Paling masuk akal ya ini fanatik juga harus pakai Akal sehat gak asal milih modal gemoy sama joget Oke gas liat sekarang negara mulai menuju krisis
2026-06-18,MBG itu obat tidur mode senyap coba dicek SDM yg bekerja didapur SPPG memenuhi standar ga
2026-06-18,Oke gas oke gas Dolarnya ngegas terus sampai 25.000 ARA kan ndar🚀🚀
2026-06-18,JUBIR ASING
2026-06-18,Mad somad Prof Geblek diundang😂😂 Gua berani taruhan Rupiah akan menguat di bawah 15rb
2026-06-18,Bos danantara yg punya target Prabowo 2 thn selanjutnya Gibran
2026-06-18,REZIM UNLEGITIMITED PLUS PENUH ANOMALI YG BIKIN NEGARA INI AMBURADUL
2026-06-18,Yg bikin ancur ekonomi salah duanya pengamat yg ngomongnya jauh dr optimis tp sering nakut2in. Kepercayaan pasar dan publik kok mau dihajar trus
2026-06-18,"Ini orang tajem juga ya analisa nya 👏,"
2026-06-18,Program edan dajjal Presiden nya Prabowo katanya tapi tapi mbg program nya Jokowi !!!
2026-06-18,"udahlah pemotongan dana transfer daerah, walhasil daerah krisis. dan kini sudahh sangat terasa dampak pemotongan dan pemborosan anggaran oleh program ngasal"
2026-06-18,"bullshit lah, terus lu mau jadi apa presiden?menteri keuangan?"
2026-06-18,"AH AKI AKI NGAWUR itu ,,, Rupiah 25.000 itu sekarang 17rb lagi"
2026-06-18,"The root of evil, Mbg, kopdesmp, danantara kemungkian semuanya proyek Bancakan utk 2029"
2026-06-18,"Bang Samad, coba tanyain kenapa oligarki ngga nyaman dengan rezim ini, sperti yg dibilang bung feri. Sampe ada sell indonesia dari singapore"
2026-06-18,alah kebanyakan teory.
2026-06-18,Masif daya rusaknya rezim skr mah
2026-06-18,"Udah kelihatan jelas MBG bukan fokus untuk stunting, karena sering tidak tepat sasaran, lebih terlihat untuk kepentingan politik, bagi2 kue ke para pendukung, karena yg pegang dapur adalah circle wowo dan juga 1 orang bisa pegang banyak dapur MBG"
2026-06-18,"Dukunglah Presiden yang banyak dimusuhi Koruptors, Penjahats, Pengkhianats, Buzzers, Termuls, Oligarki, Penjilats."
2026-06-18,Aku paling takut kepada orang yang berbohong atau ber&#39;pura2 baik mengatakan kondisi ekonomi baik2 saja padahal sudah hancur lebur drpd orang yg jujur bahkan di katakan tukang fear pdhl sesuai fakta ekonomi sedang buruk!
2026-06-18,Prof nara sumber yang keren mewakili rakyat bahwa pemerintah hanya membangun narasi
2026-06-18,Kalimantan Selatan Indonesia 🇮🇩✍️📖⚖️🩺💊🤝
2026-06-18,Sejarah yang akan mencatat prof Dari tahun lalu mengikuti semua podcast prof ferry latuhihin Semua yg dikatakan masuk akal dan terbukti Tks prof ferry👍🙏
2026-06-18,Uang APBN(pajak) utk oknum pejabat adalah uang yg gurih😂
2026-06-18,Hmmm cuma bs omon omon
2026-06-18,"Prabowo presiden terlemah dan tidak punya konsep untuk mengelola keuangan negara. Peninggalan Jokowi memang membawa berat langkah Prabowo, sayangnya dia tidak sadar dan tanpa penasihat yang mumpuni."
2026-06-18,Kalau Rp tidak hancur / jeblok rakyat terbius omon omon tidur. Revolusi yang bisa menyelatkan Rp dari kehancuran.
2026-06-18,Siradja buntal
2026-06-18,Klo diteriaki tatap saja di rel kereta bahaya tetap saja disitu katanya di susupi SETAN BUDEG
2026-06-18,Udah turun bos 17.700
2026-06-18,Boros banget
2026-06-18,"Begitu bernasnya analisa prof ferry,kok ya nggak jd perhatian sama purbaya atau prabowo ya memang pantas nilai prabowo 11 kata anies apalagi gibran jd ketua rt aja gak pantas"
2026-06-18,Sudah gejala sakit tidak ada tindakan perbaikan
2026-06-18,"UUD 45, pasal 33 sudah hrs diganti kata2nya jadi &quot;Bumi,laut, udara dan yg terkandung didalamnya dikuasai negara untuk kemakmuran Pejabat, TNI, polri ,penegak hukum lainnya dan para pengusaha."
2026-06-18,Kapan Pak Presiden mau pertimbangkan masukan dari Prof Ferry Latuhihin 😢😢
2026-06-18,Mbg dijalankan oleh yayasan yg dipimpin oleh prabowo dan ketua nya nanik deyang adlh wakil ketua Yayasan dgn menumbalkan si dadan dkk.
2026-06-18,AKIBAT PEMILU&#39;24 CURANG MENGHASILKAN PRESIDEN-WAPRES SONTOLOYO OMON-OMON-PLANGA-PLONGO-BELER ANCUR INDONESIA
2026-06-18,Rp pasti hancur selama gak mundur bloon tolol sedunia 10+6=17
2026-06-18,Skema Swap itu gimana ya
2026-06-18,Mbg. Boleh saya. Usul. Kasih 2. Butir. Telur. Rebus. Sudah cukup. Gizinya. Murah. Coba. Hitung. 3.000. Rupiah peranak anggaran. Ngak boros. . Sekalian bantu peternak ayam
2026-06-18,"Orang kalo bebal ga mungkin bisa di nasihati!! Sudah 4 kali calon gagal sudah pasti keuangan sudah hancur, ketika menjabat ya sudah pasti akan mengambil balik kerugian saat 4 kali nyalon dan gagal. NKRI negara koruptor republik Indonesia"
2026-06-18,Lebih cepat tumbang lebih baik
2026-06-18,DAH TUA DONGO BELAJAR LAGI DUANIA MARKET EKONOMI TUA CAP BOCIL
2026-06-18,Prof ferry ini loh Tim ekonomi prabowo tp knp suaranya tdk di dengar ya
2026-06-18,"Mbg tidak di teruskan nanti tidak terpilih lagi , sekarang yang paling parah di desa desa koperasi Merah putih dan agrinas korupsi besar - besaran"
2026-06-18,"Prabowo dalangnya, penjahat ham harus lengser penjarakan saja"
2026-06-18,KERUSAKAN NEGARA SCR STRUKTURAL WARISAN JKW DAN DILANJUTKAN WOWO HANYA MEMPRODUKSI KEMISKINAN DAN PEMBODOHAN
2026-06-18,"BTW hari ini suku bunga BI naik lagi 25 bps jadi 5,75% matiiiii mati rakyat 😂 Tapi di sisi lain JP Morgan mengatakan kalau bisa ada 2x kenaikan Fed Rate dalam 1 tahun ini. Padahal biasanya 1x aja udah bikin geger krn akan mengurangi likuiditas di negara berkembang."
2026-06-18,"Sesuai Ucapan Wowo yng jd Do&#39;a, 2030 Indo Bubar jd bbrp Negara kecil. Aceh, Papua, Maluku, Sulawesi Berpotensi OTW Merdeka"
2026-06-18,Jadi pengen ketawa prof ferry dasarnya analisanya darimana bagaimana kalo B50 bulan Juli pasti juga mau digagalkan lagi 😂😂
2026-06-18,"Klu boleh tau 9 naga ini siapa yah, ? karena setiap rezim pasti dibicarakan yg 9 naga ini,"
2026-06-18,Elit2 politik suruh ngelawan 9 naga Perangnya bisa spt apa ya😂
2026-06-18,"Saya senang dengar Analisa Prof Latuhihin, cerdas dan berani. Pemerintah perlu dengar. Walaupun demikian saya selalu berdoa prediksi Prof Ferry tidak terjadi. Karena saya adalah salah satu penumpang di Perahu yg bernama Indonesia."
2026-06-18,Pejabat makmur Indonesia bangkrut
2026-06-18,Tidak sependapat dengan prof bodoh kaki tangan oligarki dengan ekspor 1 pintu devisa kita akan kuat Rp akan digdaya IHSG menguat hati hati prof bodoh
2026-06-18,"Memperkaya ynk kaya&quot;rakyat menjerit daya beli lumpuh,MBG PROGRAM OMON&quot;hamburin duit rakyat dan potong dana pendidikan😢😢"
2026-06-18,MBG untuk biaya pilpres 2029 dan melanggengkan kekuasaan
2026-06-18,❤❤❤
2026-06-18,"Bond semakin banyak, semakin cepat menuju bangkrut"
2026-06-18,"ya g mungkinlah mbg brenti prof,kan janji politik buat kerjanya org2 itu buat punya dapurnya yg notabene org2 itu juga,ya tau sendirikan org2 rakus itu yg pingin ngeruk duit mbg"
2026-06-18,Merekakan agen AS ! MBG proyek Jokowi sistem global titipan luar ! Wajib dijalan Kep Negara yg berkuasa di negara tertentu termasuk Indonesia ! Kan sudah MOU ?
2026-06-18,"Pejabat pengkhianat antek asing antek oligarki,, Nyee nyee nyee nyee,, nyee nyee nyee nyee,,"
2026-06-18,"Melaksanakan MBG kayak main bola Ngga perlu dihitung Asal tendang, lalu ngandalin instink"
2026-06-18,"We don&#39;t need a stupid, deaf, narcissistic, denial, and delusional president."
2026-06-18,100 rb kali Prof 😅😅😅 ahli nujum
2026-06-18,Mbg harus stooooopp
2026-06-18,"Investor ramai masuk ke Malaysia, Vietnam dan Singapore. Pelabur seperti Nvidia, Google melabur secara besar-besaran pusat data AI di Malaysia."
2026-06-18,JAYA INDONESIA KU SEMOGA DIJAUHKAN DARI ORANG2 PENGHIANAT BANGSA YG PURA2 DEMI RAKYAT
2026-06-18,Hidup pak prabowo siapa bilang Indonesia 🇮🇩 bangkrut gara2 MBG justru karena MBG Indonesia akan jaya dan sejahtera Hanya orang 2 yg benci pak prabowo saja yg ngk suka MBG TUHAN SELALU MEMBERI KEMUDAHAN UNTUK PEMERINTAH YG BIJAKSANA PEMBELA RAKYAT KECIL
2026-06-18,"MASA,,,, ANALISA AGEN CIA"
2026-06-18,"Bukannya memperkuat industri dalam negeri, danantara malah menjual surat hutang, tambah rusak aja indonesia😂😂😂"
2026-06-18,Ngapain hrs bergantung sama asing apalg bergantung sama dolar toh sda kita mampu menghidupi bangsa ini kok ini cm urusan itikad untuk mau mandiri aja ckp dengan memberantas maling penghianat negara dgn cara yg bengis agar ada efect jera buat yg lain biar jgn macam&quot; lg gw rasa negara ini beres toh iran dan korut baik&quot; saja.
2026-06-18,"Negara mriyang, ngurusi makan mulu Kapan jalan di desaku mau dibangun"
2026-06-18,"Digasak sumber daya alamnya, dijadikan termul sumberdaya manusianya. . . . maka jadilah Benua Afrika jilid 2."
2026-06-18,kayaknya aka kejadian usd turun dikit TETAPI suku bunga b i naik harga l m naik. klo sampai 25K amankan listrik dg panel surya biar anak tetap semangat belajar. beli sawah beli ternak
2026-06-18,Pemyeimbang dari Gema yang mulai condong ke Prabowo entah ditekan atau entah tawaran profesional
2026-06-18,Ibarat orang ngasih air tapi bahan kran nya dikorupsi jadi bocor kok malah airnya distop ya diperbaiki kran yg baik supaya lancar airnya koruptornya ditangkaplah MBG
2026-06-18,Serukan trkait MBG
2026-06-18,"Sok tahu. Yg dikasih MBG Ibu hamil, balita, TK, SD, SMP, SMA kok yg usil Profesor tua. Hati &amp; Otaknya jahat stop MBG kpd anak2 &amp; lapangan krj. Indonesia berdaulat KDMP, DSI"
2026-06-18,PROF TERMUL
2026-06-18,ayo 24% dan 16% serang terus 😅.
2026-06-18,Sebesar-besarnya kemakmuran pejabat dan aparat
2026-06-18,"Pengamat selalu berfikir diri nya lebih pintar akan suatu hal. Contoh pengamat sepak bola akan merasa dirinya lebih pintar dari ronaldo messi. Hal lumrah, bukan berarti semua pengamat lebih tahu suatu bidang, dan maaf bapak prof kita sekarang di posisi krisis 98 yang jadi pembeda habibi pasrah dengan melepas timor tapi sekarang kita kekeh mempertahankan papua"
2026-06-18,Danantara pt didalam pt. Asset bumn di anggap asset danantara di jadikan jaminan utang ke luar negeri jaminan di jaminkan lagi
2026-06-18,"kayaknya kita perlu krisis agar pemerintah bisa mendengar jeritan masyarakat, klo nanggung pemerintah budek"
2026-06-18,Garuda bisa jadi CAPUNG ngakak gua 😅😃🤪😝😛
2026-06-18,Alhamdulillah Telah hadir Desain dan konsep Wuna Ekosinergi Teknologi sebagai solusinya. Datang dari pelosok bumi NKRI Sulawesi kepulauan bahagian tenggara pulau muna kota raha PENGELOLA NEGARA DAN KEUANGAN NEGARA WAJIB OUT OF THE BOX DAN PRIORITASKAN PEMBANGUNAN ASET NEGARA PADA SEKTOR RIIL DI BIDANG PANGAN DAN LAINNYA STEP BY STEP. BANGSA INDONESIA DARI SABANG SAMPAI MERAUKE BERSATU DAN KAWAL PRABOWO SUBIANTO PRESIDEN RI-08. PRABOWO SUBIANTO HARAPAN TERAKHIR BANGSA INDONESIA
2026-06-18,dan bener aja naik lagi 25 poin :(
2026-06-18,"Padahal si latuhihin ini tim sukses nya prabowo dengan program MBG sebagai program andalannya saat itu tapi karena ga kepilih masuk kabinet sekarang sakit hati dan jadi bodoh :D Btw, semangat tebar fearnya ya latuhihin biar ane bisa serak serok :D"
2026-06-18,"Saya ragu jika MBG berhenti. Karena ini adalah bagian program/janji RI 1. Meski di Demo Mahasiswa, RI 1 tetap Bandel. Padahal di pilih oleh Rakyat"
2026-06-18,Emang udah bangkrut di Tambah lagi makin rakus kesininya .
2026-06-18,Negri ini kaya raya tetapi rakyat tetap hidup di bawah garis kemiskinan karena semua kekayaan alam di bawa keluar karena ketidak berpihakan kepada rakyat dan Negara sehingga mudah di bodohi oleh Luar Negri hanya memperkaya para pejabat dan kroni2nya. Terima kasih.
2026-06-18,"Bahkan dgn naiknya suku bunga BI hari ini mnjadi 5.75% Rupiah tetap ambruk 😂😂 Dibilangi bandel pada All out MBG ,KdMP Selamatkan asetmu masing2 brother Jgn percaya apa kata pejabat2 itu"
2026-06-18,Awas om samad nanti di cap antek&#39;&#39; asing
2026-06-18,Yg paling para kdmp amburadol dan program aneh
2026-06-18,"Oli naik 3x range 30% kurang lebih, rezim MBG adalah rezim korup terbrutal"
2026-06-18,"Betul 3 item MBG, KDMP &amp; DANANTATA bilin ekonomi Indonesia ambruk"
2026-06-18,"Salam Anjlok, Semoga semua orang menjadi lebih kuat dan lebih teguh. / 😂😂😂😂"
2026-06-18,Pandu Sjahrir sama luhut lagak doang ngotak kagak
2026-06-18,"Ini prof tukang urut seperti pinter ya 😅, pake kacamata kuda lagi kalau bicara, ini tingkat pendidikan di negeri ini setingkat profesor masih tetap seperti anak sklh dasar"
2026-06-18,"GORO2 UGAL2AN JKWI ,WOWO KETIBAN utang segunung !NGOMONGOOOO WO ,JNG TAMBAH JDI PAHLAWAN KSIANGAN KAU"
2026-06-18,Rakyat di peras oleh rezim bangsat. Pajak naik teruuuuusss
2026-06-18,"Analisa Anda tercatat di Jejak Digital, jika TIDAK TERBUKTI, SIAP SIAP DIHUJAT OLEH RAKYAT INDONESI,, SIAP SIAP HILANG SEMUA ATTRIBUTE YANG ANDA SANDANG SAAT INI."
2026-06-18,👀👂
2026-06-18,"Kasus Dadan, ini menunjukkan tidak ada industri manufakturing untuk menjadi andalan lapangan pekerjaan, kemudian ini indikator banyak koruptor yg tidak mampu memutar duitnya di industri manufakturing dan koruptor ini tidak bisa memutar duitnya seperti Oligarki hehehe Koruptor lokal gigit jariii Koruptor lokal ini kebanyakan parcok dan parjoo"
2026-06-18,"MBG dan KDMP Kalu DANQNTARA KAN WADAH BUMN. Dan para oligarki yang di sebelah sepwrtinya &quot;kocar-kqcir&quot; setelah ekspor 1 arah. Sepertinya para pemilik kepentingan seperti oligarki dan makluk serkah merampok kekayaan negara sedang dan akan mencari cara melalui para buzer , pejabat koruo dan orang-orang bermental penghianat"
2026-06-18,Program ke 4. Pembelian Alusista 😮
2026-06-18,"Nilai devisa brp paling kritis? Apa tinggal 100M usd atau dibawah itu, maksudnya angka psikologisnya brp sehingga terjadi capital outflow swhingga bahkan Rp jadi 20000an?"
2026-06-18,Rockerrrtt
2026-06-18,"BowWo jelas Presiden paling BODOH kok 280 jt rkyat nkri mnutup &quot;mata hati&quot; Utk segera lumpuh ekonomi, angkat Gibran segera sebagai Presiden setelah kembali ke nol maka nkri bisa utk bangun semula"
2026-06-18,BI Lw terlalu intervensi .Bisa jebol rupiah .negara bisa bangkrut . (Runtuh)
2026-06-18,Awas prof ntar disiram air keras 😩
2026-06-18,"owalah ternyata ada disini prof fery, ditungguin di canelnya ga muncul"
2026-06-18,Jualll…….
2026-06-18,Sales Indonesia !!!!!
2026-06-18,sayangya media sosial di kuasai buzzer edukasi seperti ini dan menolak mbg gk akan bisa trending yg trending pasti yg mendukung mbg rakyat kecil mau apa sekarang?
2026-06-18,Ini MALAH ADA KOPERASI NELAYAN MERAH PUTIH NGERI BONCOS
2026-06-18,"Faktanya listrik 900 VA indonesia buat main 1 Komputer aja ga sampe 3-4 hari . Miris kaya batu bara bisa buat nuklir tapi rakyat sendiri sengsaara sampe listrik saja kebutuhan dasar harus mikir. Batu bara banyak eskpor keluar, bahkan listrik di ekspor ke singapore . Tapi rakyart miskin susah bayar listrik aja."
2026-06-18,Jadi menteri pak. Sapa tau dollar jd kuat.
2026-06-18,PEMERINTAH GAK NGIRO MENERIMA MASUKAN DARI RAKYATNYA. BEGITU ITU DITUDUH MENGHINA. PADAHAL KLO EKONOMI AMBRUK YG SENGSARA RAKYATNYA DILU.
2026-06-18,ngeri suara suara revolusi semakin nyarimg menolak MBG
2026-06-18,Mudah²an tidak terjadi IDR 20ribu Tapi prediksi setaun lalu Prof Ferry terjadi IDR 18rb
2026-06-18,Sok tau mbah bro
2026-06-18,Bisa bangkrut ini negara
2026-06-18,Hari ini BI menurunkan kembali threshold yg memerlukan underlying documents pembelian mata uang asing dari sebelumnya USD25.000/bulan menjadi USD10.000/bulan. Selain itu BI juga menaikkan BI 25 basis point menjadi 5.75%. Kelihatannya BI terpaksa menaikkan interest rate atas tekanan FOMC Fed yg membuka peluang menaikkan suku bunga Fed. Keputusan ini akan memaksa BOJ menaikkan kembali suku bunga yg sebelumnya sdh dinaikkan menjadi 1 % utk menyelamatkan tekanan pada Yen Jepang.
2026-06-18,Buaya cari hutang bertahan 😂
2026-06-18,Kalo saya prediksi hampir pasti ke 20 ribu sampai akhir tahun (dr analisa teknikal saja) Saya bisa salah pun begitu bisa benar
2026-06-18,PENGAMAT PINGGIR JLN ASAL BUNYI DOLAR SAMPE 22.0000 RUPIAH BISA SAMPE 20.000 ITU PENGAMAT APA? JGN DI PERCAYA BUAT RAKYAT RESAH NGACO ITU BICARANYA DANANTARA HEBAT TGL 20 JUNI AKAN ADA INVESTASI MASUK 13.000 TRILIUN INDONESIA KAYA INDONESIA KEDEPAN MAJU ❤❤
2026-06-18,Kalo apbn dah gk rekevan lagi dan rakyat dikejar pajak apa ya mau rakyat bukankah presiden sepaket hrs mundur serahkan ke ahlinya yg bisa menata ekonomi negara
